% Model,SiO2ring1900to2000_SiO2_height160nm.mph,
% Version,COMSOL 5.4.0.388,
% Date,"Sep 6 2019, 14:39",
% Table,Table 4 - ,
% dist,r,"Electric potential (V), Point: (0, 0)"
0.158,1.22,0.143251005
0.158,1.24,0.143259114
0.158,1.26,0.14326598
0.158,1.28,0.143272672
0.158,1.3,0.143277845
0.158,1.32,0.143284253
0.158,1.34,0.143288599
0.158,1.36,0.143291403
0.158,1.38,0.143295736
0.158,1.4,0.143298135
0.158,1.42,0.143301497
0.158,1.44,0.143303138
0.158,1.46,0.143304237
0.158,1.48,0.143304289
0.158,1.5,0.143304057
0.158,1.52,0.143301154
0.158,1.54,0.143299881
0.158,1.56,0.14329478
0.158,1.58,0.143291297
0.158,1.6,0.143282208
0.158,1.62,0.143274784
0.158,1.64,0.143262208
0.158,1.66,0.143244621
0.158,1.68,0.143228438
0.158,1.7,0.143202302
0.158,1.72,0.143173147
0.158,1.74,0.143133919
0.158,1.76,0.14308492
0.158,1.78,0.143024311
0.158,1.8,0.14294852
0.158,1.82,0.142855049
0.158,1.84,0.142741148
0.158,1.86,0.142616761
0.158,1.88,0.142489605
0.158,1.9,0.142374878
0.158,1.92,0.142291937
0.158,1.94,0.142249591
0.158,1.96,0.14225293
0.158,1.98,0.142303776
0.158,2,0.142393966
0.158,2.02,0.142513958
0.158,2.04,0.142646801
0.16,0,0.140236387
0.16,0.02,0.140240146
0.16,0.04,0.140245461
0.16,0.06,0.140254166
0.16,0.08,0.140262893
0.16,0.1,0.140268218
0.16,0.12,0.140271159
0.16,0.14,0.140272168
0.16,0.16,0.1402671
0.16,0.18,0.140270122
0.16,0.2,0.140267444
0.16,0.22,0.140275854
0.16,0.24,0.140283835
0.16,0.26,0.140296793
0.16,0.28,0.140316012
0.16,0.3,0.14034365
0.16,0.32,0.140379162
0.16,0.34,0.14042357
0.16,0.36,0.140479214
0.16,0.38,0.140549458
0.16,0.4,0.14063425
0.16,0.42,0.140731503
0.16,0.44,0.140845383
0.16,0.46,0.140972071
0.16,0.48,0.141111438
0.16,0.5,0.141258895
0.16,0.52,0.141406417
0.16,0.54,0.141550201
0.16,0.56,0.141698459
0.16,0.58,0.141835077
0.16,0.6,0.141962085
0.16,0.62,0.142084225
0.16,0.64,0.142193698
0.16,0.66,0.142294972
0.16,0.68,0.142387896
0.16,0.7,0.142470791
0.16,0.72,0.142546831
0.16,0.74,0.142616767
0.16,0.76,0.142678736
0.16,0.78,0.142733698
0.16,0.8,0.142786821
0.16,0.82,0.142832562
0.16,0.84,0.142876063
0.16,0.86,0.14291251
0.16,0.88,0.142949889
0.16,0.9,0.142982842
0.16,0.92,0.143010638
0.16,0.94,0.143037705
0.16,0.96,0.143062788
0.16,0.98,0.143083328
0.16,1,0.143105729
0.16,1.02,0.143125746
0.16,1.04,0.143143182
0.16,1.06,0.143157736
0.16,1.08,0.14317498
0.16,1.1,0.143188526
0.16,1.12,0.143201674
0.16,1.14,0.143212852
0.16,1.16,0.143223091
0.16,1.18,0.143232111
0.16,1.2,0.143242624
0.16,1.22,0.143250293
0.16,1.24,0.14326029
0.16,1.26,0.143266392
0.16,1.28,0.143272707
0.16,1.3,0.143279337
0.16,1.32,0.143284451
0.16,1.34,0.143289352
0.16,1.36,0.143292592
0.16,1.38,0.143296828
0.16,1.4,0.14329804
0.16,1.42,0.143301895
0.16,1.44,0.143303459
0.16,1.46,0.143303608
0.16,1.48,0.143305305
0.16,1.5,0.143303274
0.16,1.52,0.143301879
0.16,1.54,0.14330128
0.16,1.56,0.143293238
0.16,1.58,0.143291402
0.16,1.6,0.143282536
0.16,1.62,0.143273302
0.16,1.64,0.143262825
0.16,1.66,0.143247036
0.16,1.68,0.143228822
0.16,1.7,0.143205511
0.16,1.72,0.143174459
0.16,1.74,0.143137431
0.16,1.76,0.143091156
0.16,1.78,0.14302936
0.16,1.8,0.142955986
0.16,1.82,0.142864048
0.16,1.84,0.142759133
0.16,1.86,0.142641616
0.16,1.88,0.142521315
0.16,1.9,0.142412254
0.16,1.92,0.142334009
0.16,1.94,0.142292055
0.16,1.96,0.142297042
0.16,1.98,0.142343872
0.16,2,0.14242896
0.16,2.02,0.142543318
0.16,2.04,0.142669293
0.162,0,0.140277078
0.162,0.02,0.140280123
0.162,0.04,0.140284563
0.162,0.06,0.140293908
0.162,0.08,0.140300384
0.162,0.1,0.140307717
0.162,0.12,0.140310847
0.162,0.14,0.140310512
0.162,0.16,0.14030653
0.162,0.18,0.140308198
0.162,0.2,0.140309038
0.162,0.22,0.140314058
0.162,0.24,0.140324008
0.162,0.26,0.140337574
0.162,0.28,0.140358666
0.162,0.3,0.140385808
0.162,0.32,0.140420872
0.162,0.34,0.140463611
0.162,0.36,0.140519913
0.162,0.38,0.140588151
0.162,0.4,0.140671028
0.162,0.42,0.140766374
0.162,0.44,0.140879791
0.162,0.46,0.141003832
0.162,0.48,0.141140467
0.162,0.5,0.141283004
0.162,0.52,0.14142877
0.162,0.54,0.141572635
0.162,0.56,0.141716297
0.162,0.58,0.1418479
0.162,0.6,0.1419765
0.162,0.62,0.142092396
0.162,0.64,0.142202962
0.162,0.66,0.142301359
0.162,0.68,0.142392883
0.162,0.7,0.142477187
0.162,0.72,0.142551033
0.162,0.74,0.142619899
0.162,0.76,0.142682105
0.162,0.78,0.14273801
0.162,0.8,0.142788548
0.162,0.82,0.142833862
0.162,0.84,0.142877531
0.162,0.86,0.142916159
0.162,0.88,0.142950568
0.162,0.9,0.142982462
0.162,0.92,0.143012052
0.162,0.94,0.143039434
0.162,0.96,0.143063969
0.162,0.98,0.143084631
0.162,1,0.143106936
0.162,1.02,0.143126238
0.162,1.04,0.143144762
0.162,1.06,0.143160125
0.162,1.08,0.143175929
0.162,1.1,0.14318943
0.162,1.12,0.143201198
0.162,1.14,0.143215905
0.162,1.16,0.143224885
0.162,1.18,0.143234784
0.162,1.2,0.143244553
0.162,1.22,0.143252085
0.162,1.24,0.143261196
0.162,1.26,0.143267559
0.162,1.28,0.143272953
0.162,1.3,0.143279073
0.162,1.32,0.143284874
0.162,1.34,0.14328936
0.162,1.36,0.143292854
0.162,1.38,0.143297772
0.162,1.4,0.143300089
0.162,1.42,0.143302624
0.162,1.44,0.14330038
0.162,1.46,0.14330391
0.162,1.48,0.143305501
0.162,1.5,0.143303997
0.162,1.52,0.143301529
0.162,1.54,0.143299256
0.162,1.56,0.143295012
0.162,1.58,0.14328988
0.162,1.6,0.143283836
0.162,1.62,0.143273757
0.162,1.64,0.143265231
0.162,1.66,0.143248622
0.162,1.68,0.143229612
0.162,1.7,0.143206781
0.162,1.72,0.143175485
0.162,1.74,0.143140012
0.162,1.76,0.143094496
0.162,1.78,0.143035541
0.162,1.8,0.142964711
0.162,1.82,0.1428771
0.162,1.84,0.142776587
0.162,1.86,0.142663431
0.162,1.88,0.14254908
0.162,1.9,0.142447014
0.162,1.92,0.142373175
0.162,1.94,0.142336554
0.162,1.96,0.142336948
0.162,1.98,0.14238374
0.162,2,0.142464935
0.162,2.02,0.142572775
0.162,2.04,0.142689972
0.164,0,0.14031744
0.164,0.02,0.140319153
0.164,0.04,0.140324348
0.164,0.06,0.140331575
0.164,0.08,0.140339473
0.164,0.1,0.140345471
0.164,0.12,0.140346481
0.164,0.14,0.140346345
0.164,0.16,0.140346972
0.164,0.18,0.140347942
0.164,0.2,0.140349151
0.164,0.22,0.140353496
0.164,0.24,0.140363417
0.164,0.26,0.140376515
0.164,0.28,0.140398512
0.164,0.3,0.140422568
0.164,0.32,0.140459655
0.164,0.34,0.140503791
0.164,0.36,0.140559389
0.164,0.38,0.140626367
0.164,0.4,0.140706914
0.164,0.42,0.140804183
0.164,0.44,0.140911932
0.164,0.46,0.141035027
0.164,0.48,0.141169653
0.164,0.5,0.141307023
0.164,0.52,0.141450297
0.164,0.54,0.141592021
0.164,0.56,0.141732829
0.164,0.58,0.141864048
0.164,0.6,0.141986537
0.164,0.62,0.142105844
0.164,0.64,0.142211754
0.164,0.66,0.14231117
0.164,0.68,0.142399611
0.164,0.7,0.142480599
0.164,0.72,0.142558701
0.164,0.74,0.142624419
0.164,0.76,0.142686515
0.164,0.78,0.142741117
0.164,0.8,0.142790279
0.164,0.82,0.14283728
0.164,0.84,0.142879829
0.164,0.86,0.142916398
0.164,0.88,0.142952226
0.164,0.9,0.142984623
0.164,0.92,0.143015435
0.164,0.94,0.14303929
0.164,0.96,0.14306552
0.164,0.98,0.143086249
0.164,1,0.14310706
0.164,1.02,0.14312752
0.164,1.04,0.143144166
0.164,1.06,0.143158697
0.164,1.08,0.143174299
0.164,1.1,0.143189405
0.164,1.12,0.143201528
0.164,1.14,0.143215231
0.164,1.16,0.14322378
0.164,1.18,0.143236056
0.164,1.2,0.143244655
0.164,1.22,0.143251321
0.164,1.24,0.143259483
0.164,1.26,0.143268309
0.164,1.28,0.143273068
0.164,1.3,0.143279656
0.164,1.32,0.143285245
0.164,1.34,0.14328758
0.164,1.36,0.143293459
0.164,1.38,0.143296532
0.164,1.4,0.143299512
0.164,1.42,0.14330358
0.164,1.44,0.143303924
0.164,1.46,0.143304368
0.164,1.48,0.143305172
0.164,1.5,0.143305546
0.164,1.52,0.143302473
0.164,1.54,0.14330071
0.164,1.56,0.143297241
0.164,1.58,0.143292775
0.164,1.6,0.143283863
0.164,1.62,0.143275222
0.164,1.64,0.143264753
0.164,1.66,0.143249295
0.164,1.68,0.14322919
0.164,1.7,0.143209265
0.164,1.72,0.143179071
0.164,1.74,0.143143489
0.164,1.76,0.14309773
0.164,1.78,0.143041946
0.164,1.8,0.142972301
0.164,1.82,0.142887037
0.164,1.84,0.142792466
0.164,1.86,0.142684076
0.164,1.88,0.142577027
0.164,1.9,0.142482545
0.164,1.92,0.142412662
0.164,1.94,0.142377043
0.164,1.96,0.142379875
0.164,1.98,0.142421567
0.164,2,0.142498484
0.164,2.02,0.14259982
0.164,2.04,0.142712655
0.166,0,0.140353131
0.166,0.02,0.140357159
0.166,0.04,0.140363144
0.166,0.06,0.140370694
0.166,0.08,0.140377948
0.166,0.1,0.140383056
0.166,0.12,0.140384057
0.166,0.14,0.140385038
0.166,0.16,0.140384797
0.166,0.18,0.140385471
0.166,0.2,0.140386418
0.166,0.22,0.140392931
0.166,0.24,0.140403024
0.166,0.26,0.140417429
0.166,0.28,0.140437719
0.166,0.3,0.140464967
0.166,0.32,0.140499953
0.166,0.34,0.140544747
0.166,0.36,0.140597933
0.166,0.38,0.140663013
0.166,0.4,0.140744858
0.166,0.42,0.140837245
0.166,0.44,0.14094548
0.166,0.46,0.1410673
0.166,0.48,0.14119781
0.166,0.5,0.141334929
0.166,0.52,0.141472851
0.166,0.54,0.141609783
0.166,0.56,0.141746407
0.166,0.58,0.141876926
0.166,0.6,0.14199905
0.166,0.62,0.142113121
0.166,0.64,0.142220348
0.166,0.66,0.142316889
0.166,0.68,0.142405542
0.166,0.7,0.14248758
0.166,0.72,0.142560297
0.166,0.74,0.142626781
0.166,0.76,0.142688577
0.166,0.78,0.142743636
0.166,0.8,0.14279334
0.166,0.82,0.142840967
0.166,0.84,0.14287966
0.166,0.86,0.14291902
0.166,0.88,0.14295448
0.166,0.9,0.142986539
0.166,0.92,0.143015598
0.166,0.94,0.143042245
0.166,0.96,0.143065821
0.166,0.98,0.143088254
0.166,1,0.143109161
0.166,1.02,0.143128261
0.166,1.04,0.143146145
0.166,1.06,0.143163317
0.166,1.08,0.143175043
0.166,1.1,0.14319081
0.166,1.12,0.143203609
0.166,1.14,0.14321491
0.166,1.16,0.143224539
0.166,1.18,0.143235401
0.166,1.2,0.14324469
0.166,1.22,0.143253352
0.166,1.24,0.143259125
0.166,1.26,0.143266568
0.166,1.28,0.14327248
0.166,1.3,0.143278502
0.166,1.32,0.143285253
0.166,1.34,0.143287557
0.166,1.36,0.143292095
0.166,1.38,0.143295695
0.166,1.4,0.143300282
0.166,1.42,0.143301366
0.166,1.44,0.143302911
0.166,1.46,0.143303167
0.166,1.48,0.143304668
0.166,1.5,0.143303718
0.166,1.52,0.143303229
0.166,1.54,0.143301396
0.166,1.56,0.143297178
0.166,1.58,0.143292708
0.166,1.6,0.143286139
0.166,1.62,0.143276362
0.166,1.64,0.143263237
0.166,1.66,0.143251635
0.166,1.68,0.143233113
0.166,1.7,0.143211559
0.166,1.72,0.143181441
0.166,1.74,0.143146923
0.166,1.76,0.143101202
0.166,1.78,0.143048622
0.166,1.8,0.142979245
0.166,1.82,0.142899467
0.166,1.84,0.142807292
0.166,1.86,0.142705527
0.166,1.88,0.142603069
0.166,1.9,0.142511522
0.166,1.92,0.142446742
0.166,1.94,0.142413505
0.166,1.96,0.142417927
0.166,1.98,0.142455758
0.166,2,0.142530203
0.166,2.02,0.14262513
0.166,2.04,0.14273046
0.168,0,0.140392535
0.168,0.02,0.140394598
0.168,0.04,0.140398951
0.168,0.06,0.140406656
0.168,0.08,0.140413362
0.168,0.1,0.140417728
0.168,0.12,0.140420891
0.168,0.14,0.140420401
0.168,0.16,0.140420656
0.168,0.18,0.140422962
0.168,0.2,0.140423144
0.168,0.22,0.140431016
0.168,0.24,0.140441254
0.168,0.26,0.140453754
0.168,0.28,0.140476788
0.168,0.3,0.140502323
0.168,0.32,0.140537597
0.168,0.34,0.140581726
0.168,0.36,0.140635158
0.168,0.38,0.140701456
0.168,0.4,0.140780971
0.168,0.42,0.140872541
0.168,0.44,0.140979147
0.168,0.46,0.141094206
0.168,0.48,0.141223535
0.168,0.5,0.141358492
0.168,0.52,0.141495445
0.168,0.54,0.141630052
0.168,0.56,0.141762963
0.168,0.58,0.14189156
0.168,0.6,0.142013092
0.168,0.62,0.142123749
0.168,0.64,0.142228303
0.168,0.66,0.142324403
0.168,0.68,0.142412074
0.168,0.7,0.142493859
0.168,0.72,0.142562427
0.168,0.74,0.142632445
0.168,0.76,0.142690595
0.168,0.78,0.142746012
0.168,0.8,0.142797883
0.168,0.82,0.142841687
0.168,0.84,0.14288104
0.168,0.86,0.1429198
0.168,0.88,0.142955725
0.168,0.9,0.1429858
0.168,0.92,0.143015119
0.168,0.94,0.143039143
0.168,0.96,0.143065963
0.168,0.98,0.143089571
0.168,1,0.143109167
0.168,1.02,0.143127539
0.168,1.04,0.143146447
0.168,1.06,0.143164362
0.168,1.08,0.143176903
0.168,1.1,0.143191034
0.168,1.12,0.143201695
0.168,1.14,0.143213187
0.168,1.16,0.143223797
0.168,1.18,0.143233909
0.168,1.2,0.143243803
0.168,1.22,0.143253053
0.168,1.24,0.143261524
0.168,1.26,0.143266715
0.168,1.28,0.143272805
0.168,1.3,0.143280761
0.168,1.32,0.14328403
0.168,1.34,0.143288914
0.168,1.36,0.143294232
0.168,1.38,0.143295903
0.168,1.4,0.143300774
0.168,1.42,0.143301911
0.168,1.44,0.143305298
0.168,1.46,0.143303183
0.168,1.48,0.143305291
0.168,1.5,0.143305135
0.168,1.52,0.143304467
0.168,1.54,0.143302043
0.168,1.56,0.143296326
0.168,1.58,0.143292803
0.168,1.6,0.143286274
0.168,1.62,0.143276339
0.168,1.64,0.143265619
0.168,1.66,0.143249324
0.168,1.68,0.143234137
0.168,1.7,0.143212244
0.168,1.72,0.143183583
0.168,1.74,0.143149714
0.168,1.76,0.143105806
0.168,1.78,0.143054534
0.168,1.8,0.142988082
0.168,1.82,0.14290995
0.168,1.84,0.142822725
0.168,1.86,0.142726405
0.168,1.88,0.142630189
0.168,1.9,0.142544117
0.168,1.92,0.142480065
0.168,1.94,0.142449817
0.168,1.96,0.142454843
0.168,1.98,0.142491243
0.168,2,0.142559586
0.168,2.02,0.142649644
0.168,2.04,0.142750712
0.17,0,0.140431985
0.17,0.02,0.1404325
0.17,0.04,0.140437252
0.17,0.06,0.140441566
0.17,0.08,0.140447473
0.17,0.1,0.140453326
0.17,0.12,0.140457586
0.17,0.14,0.14045987
0.17,0.16,0.140456742
0.17,0.18,0.140459587
0.17,0.2,0.140461392
0.17,0.22,0.140468761
0.17,0.24,0.140478472
0.17,0.26,0.140492649
0.17,0.28,0.140514327
0.17,0.3,0.140539546
0.17,0.32,0.140576018
0.17,0.34,0.140618622
0.17,0.36,0.140673286
0.17,0.38,0.140738312
0.17,0.4,0.140815712
0.17,0.42,0.140905638
0.17,0.44,0.141010454
0.17,0.46,0.14112485
0.17,0.48,0.141249737
0.17,0.5,0.141380028
0.17,0.52,0.14151389
0.17,0.54,0.141647031
0.17,0.56,0.141780033
0.17,0.58,0.141903039
0.17,0.6,0.142023678
0.17,0.62,0.142133904
0.17,0.64,0.14223702
0.17,0.66,0.142331136
0.17,0.68,0.142419409
0.17,0.7,0.142496671
0.17,0.72,0.142571098
0.17,0.74,0.142634322
0.17,0.76,0.142693966
0.17,0.78,0.142751482
0.17,0.8,0.142798019
0.17,0.82,0.142845025
0.17,0.84,0.142886286
0.17,0.86,0.142921953
0.17,0.88,0.142955814
0.17,0.9,0.142989328
0.17,0.92,0.143016579
0.17,0.94,0.143044561
0.17,0.96,0.143068332
0.17,0.98,0.143090749
0.17,1,0.143109711
0.17,1.02,0.143128423
0.17,1.04,0.143145963
0.17,1.06,0.143160481
0.17,1.08,0.14317844
0.17,1.1,0.143189297
0.17,1.12,0.143202895
0.17,1.14,0.14321552
0.17,1.16,0.14322552
0.17,1.18,0.143234591
0.17,1.2,0.143243881
0.17,1.22,0.143253481
0.17,1.24,0.143261403
0.17,1.26,0.143267357
0.17,1.28,0.143273006
0.17,1.3,0.143279836
0.17,1.32,0.143285376
0.17,1.34,0.143288715
0.17,1.36,0.14329477
0.17,1.38,0.143298685
0.17,1.4,0.14329972
0.17,1.42,0.143302812
0.17,1.44,0.143305758
0.17,1.46,0.143305143
0.17,1.48,0.143306449
0.17,1.5,0.143306029
0.17,1.52,0.143302698
0.17,1.54,0.14330191
0.17,1.56,0.143297889
0.17,1.58,0.143293095
0.17,1.6,0.143286146
0.17,1.62,0.143278353
0.17,1.64,0.143265805
0.17,1.66,0.143251568
0.17,1.68,0.143232849
0.17,1.7,0.143213157
0.17,1.72,0.143187479
0.17,1.74,0.143149946
0.17,1.76,0.143111224
0.17,1.78,0.143056828
0.17,1.8,0.142995133
0.17,1.82,0.142922904
0.17,1.84,0.14283824
0.17,1.86,0.142743585
0.17,1.88,0.142653763
0.17,1.9,0.142572373
0.17,1.92,0.142515306
0.17,1.94,0.142483957
0.17,1.96,0.142487297
0.17,1.98,0.142523468
0.17,2,0.142586618
0.17,2.02,0.142673914
0.17,2.04,0.142771378
0.172,0,0.140466563
0.172,0.02,0.140468679
0.172,0.04,0.140472208
0.172,0.06,0.140478291
0.172,0.08,0.140485146
0.172,0.1,0.140489254
0.172,0.12,0.140492807
0.172,0.14,0.140493529
0.172,0.16,0.140492726
0.172,0.18,0.140495344
0.172,0.2,0.140499319
0.172,0.22,0.140502634
0.172,0.24,0.1405157
0.172,0.26,0.140531095
0.172,0.28,0.140550791
0.172,0.3,0.140578435
0.172,0.32,0.140613107
0.172,0.34,0.140654057
0.172,0.36,0.140708592
0.172,0.38,0.140771718
0.172,0.4,0.140850002
0.172,0.42,0.140939924
0.172,0.44,0.141042301
0.172,0.46,0.141154125
0.172,0.48,0.141277632
0.172,0.5,0.141405349
0.172,0.52,0.141535989
0.172,0.54,0.141667123
0.172,0.56,0.141794417
0.172,0.58,0.141919516
0.172,0.6,0.142037416
0.172,0.62,0.142146979
0.172,0.64,0.142245301
0.172,0.66,0.142340676
0.172,0.68,0.142423717
0.172,0.7,0.142502268
0.172,0.72,0.14257324
0.172,0.74,0.142640823
0.172,0.76,0.142698558
0.172,0.78,0.14275425
0.172,0.8,0.142802229
0.172,0.82,0.142847732
0.172,0.84,0.142887343
0.172,0.86,0.142925132
0.172,0.88,0.142959019
0.172,0.9,0.142990283
0.172,0.92,0.143017261
0.172,0.94,0.143044296
0.172,0.96,0.143067406
0.172,0.98,0.143091937
0.172,1,0.143111067
0.172,1.02,0.143129691
0.172,1.04,0.143147246
0.172,1.06,0.143162708
0.172,1.08,0.143178222
0.172,1.1,0.143191871
0.172,1.12,0.143200187
0.172,1.14,0.143214721
0.172,1.16,0.143223916
0.172,1.18,0.143234604
0.172,1.2,0.143244991
0.172,1.22,0.143252326
0.172,1.24,0.1432611
0.172,1.26,0.143268308
0.172,1.28,0.143273996
0.172,1.3,0.143280214
0.172,1.32,0.143286632
0.172,1.34,0.143289009
0.172,1.36,0.143296209
0.172,1.38,0.143297313
0.172,1.4,0.143299056
0.172,1.42,0.143303232
0.172,1.44,0.143302903
0.172,1.46,0.143305203
0.172,1.48,0.143306725
0.172,1.5,0.143306608
0.172,1.52,0.143304583
0.172,1.54,0.143301608
0.172,1.56,0.14329804
0.172,1.58,0.143293509
0.172,1.6,0.143285308
0.172,1.62,0.143277434
0.172,1.64,0.143267787
0.172,1.66,0.143254497
0.172,1.68,0.143235704
0.172,1.7,0.143217285
0.172,1.72,0.14318844
0.172,1.74,0.143156881
0.172,1.76,0.143115129
0.172,1.78,0.143063713
0.172,1.8,0.143005211
0.172,1.82,0.142933514
0.172,1.84,0.142850585
0.172,1.86,0.142763206
0.172,1.88,0.142674924
0.172,1.9,0.14259925
0.172,1.92,0.142542948
0.172,1.94,0.142517011
0.172,1.96,0.142520437
0.172,1.98,0.142551554
0.172,2,0.142614227
0.172,2.02,0.14269649
0.172,2.04,0.142786933
0.174,0,0.140497293
0.174,0.02,0.140502156
0.174,0.04,0.140508126
0.174,0.06,0.140514596
0.174,0.08,0.140519751
0.174,0.1,0.140522843
0.174,0.12,0.140524944
0.174,0.14,0.140527544
0.174,0.16,0.140528465
0.174,0.18,0.140530772
0.174,0.2,0.140532866
0.174,0.22,0.140540298
0.174,0.24,0.140550256
0.174,0.26,0.140567051
0.174,0.28,0.140585562
0.174,0.3,0.140614592
0.174,0.32,0.140645859
0.174,0.34,0.140691947
0.174,0.36,0.140743974
0.174,0.38,0.140806761
0.174,0.4,0.140882853
0.174,0.42,0.140973376
0.174,0.44,0.141072622
0.174,0.46,0.141182026
0.174,0.48,0.141302068
0.174,0.5,0.141428513
0.174,0.52,0.141557347
0.174,0.54,0.141683541
0.174,0.56,0.141810948
0.174,0.58,0.141931838
0.174,0.6,0.142047576
0.174,0.62,0.142155153
0.174,0.64,0.142253438
0.174,0.66,0.142345979
0.174,0.68,0.142431226
0.174,0.7,0.142509835
0.174,0.72,0.142577785
0.174,0.74,0.142643656
0.174,0.76,0.142701256
0.174,0.78,0.14275488
0.174,0.8,0.142805533
0.174,0.82,0.142847053
0.174,0.84,0.142890845
0.174,0.86,0.142926679
0.174,0.88,0.142960395
0.174,0.9,0.142991166
0.174,0.92,0.143019568
0.174,0.94,0.143044996
0.174,0.96,0.143069574
0.174,0.98,0.143091131
0.174,1,0.143113048
0.174,1.02,0.143131789
0.174,1.04,0.143147059
0.174,1.06,0.143161633
0.174,1.08,0.143178318
0.174,1.1,0.14319074
0.174,1.12,0.143203345
0.174,1.14,0.143215981
0.174,1.16,0.143226913
0.174,1.18,0.143236015
0.174,1.2,0.143244911
0.174,1.22,0.143254349
0.174,1.24,0.143261972
0.174,1.26,0.1432679
0.174,1.28,0.143274102
0.174,1.3,0.143280698
0.174,1.32,0.143282841
0.174,1.34,0.143289664
0.174,1.36,0.143294197
0.174,1.38,0.143298851
0.174,1.4,0.143301416
0.174,1.42,0.143303613
0.174,1.44,0.14330483
0.174,1.46,0.143306643
0.174,1.48,0.143305083
0.174,1.5,0.143306743
0.174,1.52,0.14330384
0.174,1.54,0.143301279
0.174,1.56,0.143298608
0.174,1.58,0.14329424
0.174,1.6,0.143286533
0.174,1.62,0.143279028
0.174,1.64,0.143268341
0.174,1.66,0.143254113
0.174,1.68,0.143239097
0.174,1.7,0.143217478
0.174,1.72,0.143190907
0.174,1.74,0.143158643
0.174,1.76,0.143117861
0.174,1.78,0.143069313
0.174,1.8,0.143013013
0.174,1.82,0.14294355
0.174,1.84,0.142864658
0.174,1.86,0.142778484
0.174,1.88,0.142696937
0.174,1.9,0.142626029
0.174,1.92,0.142573154
0.174,1.94,0.142548729
0.174,1.96,0.142551437
0.174,1.98,0.142583444
0.174,2,0.142641024
0.174,2.02,0.142717386
0.174,2.04,0.142804269
0.176,0,0.140535552
0.176,0.02,0.140537423
0.176,0.04,0.140542843
0.176,0.06,0.140549112
0.176,0.08,0.140553123
0.176,0.1,0.140556856
0.176,0.12,0.140561154
0.176,0.14,0.140562149
0.176,0.16,0.140563891
0.176,0.18,0.140564298
0.176,0.2,0.140569857
0.176,0.22,0.14057506
0.176,0.24,0.140585989
0.176,0.26,0.140601862
0.176,0.28,0.140623322
0.176,0.3,0.140650635
0.176,0.32,0.140684008
0.176,0.34,0.140725125
0.176,0.36,0.140778191
0.176,0.38,0.140840558
0.176,0.4,0.140914949
0.176,0.42,0.141002096
0.176,0.44,0.141102699
0.176,0.46,0.141208875
0.176,0.48,0.141327416
0.176,0.5,0.141449465
0.176,0.52,0.141575885
0.176,0.54,0.14170359
0.176,0.56,0.141825831
0.176,0.58,0.141948035
0.176,0.6,0.142060254
0.176,0.62,0.142163863
0.176,0.64,0.142263583
0.176,0.66,0.142354247
0.176,0.68,0.142437944
0.176,0.7,0.142514037
0.176,0.72,0.142582315
0.176,0.74,0.142647609
0.176,0.76,0.142707094
0.176,0.78,0.142760251
0.176,0.8,0.142806564
0.176,0.82,0.142851285
0.176,0.84,0.142891584
0.176,0.86,0.142929516
0.176,0.88,0.142960885
0.176,0.9,0.142992285
0.176,0.92,0.143022127
0.176,0.94,0.143047955
0.176,0.96,0.14307069
0.176,0.98,0.143092602
0.176,1,0.143111442
0.176,1.02,0.143130287
0.176,1.04,0.143147799
0.176,1.06,0.143164675
0.176,1.08,0.14317974
0.176,1.1,0.143191123
0.176,1.12,0.143202651
0.176,1.14,0.14321686
0.176,1.16,0.143229316
0.176,1.18,0.143235872
0.176,1.2,0.143246218
0.176,1.22,0.143253912
0.176,1.24,0.143262776
0.176,1.26,0.143268809
0.176,1.28,0.143275658
0.176,1.3,0.143281037
0.176,1.32,0.143285238
0.176,1.34,0.143290418
0.176,1.36,0.143295602
0.176,1.38,0.143298053
0.176,1.4,0.143301464
0.176,1.42,0.143303395
0.176,1.44,0.143306462
0.176,1.46,0.143304396
0.176,1.48,0.143308521
0.176,1.5,0.143306341
0.176,1.52,0.14330469
0.176,1.54,0.143301636
0.176,1.56,0.143298712
0.176,1.58,0.143294666
0.176,1.6,0.14328728
0.176,1.62,0.143279894
0.176,1.64,0.143267838
0.176,1.66,0.143257376
0.176,1.68,0.143239323
0.176,1.7,0.143218231
0.176,1.72,0.143193105
0.176,1.74,0.143161217
0.176,1.76,0.143123042
0.176,1.78,0.143076721
0.176,1.8,0.143019121
0.176,1.82,0.142952415
0.176,1.84,0.142876939
0.176,1.86,0.142796675
0.176,1.88,0.142720202
0.176,1.9,0.142647219
0.176,1.92,0.142600198
0.176,1.94,0.142578124
0.176,1.96,0.142580074
0.176,1.98,0.142610371
0.176,2,0.142666389
0.176,2.02,0.142739187
0.176,2.04,0.142820909
0.178,0,0.14057165
0.178,0.02,0.140572834
0.178,0.04,0.140575011
0.178,0.06,0.140582064
0.178,0.08,0.140586966
0.178,0.1,0.14058999
0.178,0.12,0.140593832
0.178,0.14,0.140593451
0.178,0.16,0.140596709
0.178,0.18,0.140598397
0.178,0.2,0.140602067
0.178,0.22,0.140610185
0.178,0.24,0.14062046
0.178,0.26,0.140637176
0.178,0.28,0.140656382
0.178,0.3,0.140686501
0.178,0.32,0.140718893
0.178,0.34,0.140759167
0.178,0.36,0.140812955
0.178,0.38,0.140874603
0.178,0.4,0.14094823
0.178,0.42,0.141033069
0.178,0.44,0.141129756
0.178,0.46,0.141236732
0.178,0.48,0.141349541
0.178,0.5,0.141472272
0.178,0.52,0.141596644
